                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    141,                0.69657,                0.42158,                0.94274,                 0.9993,                0.97115,                0.98704,                 0.8443,                0.57478,                 0.3735,                0.93352,              0.0015413,              0.0015413,              0.0015413
                    142,                0.65813,                0.40629,                0.92805,                0.99935,                0.97115,                 0.9853,                0.85754,                0.54506,                0.37312,                0.92037,               0.001538,               0.001538,               0.001538
                    143,                0.67772,                0.43349,                0.94976,                0.99931,                0.97115,                0.98901,                0.85191,                0.57857,                0.37411,                0.93561,              0.0015347,              0.0015347,              0.0015347
                    144,                0.69604,                0.44553,                0.97871,                  0.999,                0.97115,                0.98578,                0.84784,                0.60833,                0.39243,                0.95962,              0.0015314,              0.0015314,              0.0015314
                    145,                0.67367,                0.42301,                0.95043,                0.99921,                0.97115,                0.98356,                0.82115,                0.65594,                0.40034,                0.97946,              0.0015281,              0.0015281,              0.0015281
                    146,                0.67533,                0.46225,                0.93558,                0.99928,                0.97115,                0.98119,                0.82661,                0.63147,                0.41616,                0.96635,              0.0015248,              0.0015248,              0.0015248
                    147,                0.67398,                0.42783,                0.94926,                 0.9994,                0.97115,                 0.9916,                0.85853,                0.55492,                0.38572,                0.93551,              0.0015215,              0.0015215,              0.0015215
                    148,                0.73037,                0.44085,                0.97264,                0.99938,                0.97115,                0.99359,                0.83747,                0.61457,                0.37271,                0.95579,              0.0015182,              0.0015182,              0.0015182
                    149,                0.67666,                 0.4249,                0.93351,                0.99935,                0.97115,                0.99408,                0.84959,                0.57489,                0.37671,                0.93105,              0.0015149,              0.0015149,              0.0015149
                    150,                0.71411,                0.44174,                0.93059,                0.99934,                0.97115,                0.98801,                0.84138,                0.64179,                 0.4229,                0.95242,              0.0015116,              0.0015116,              0.0015116
                    151,                0.74738,                0.45106,                0.95986,                0.99933,                0.97115,                0.99066,                0.85225,                0.56622,                0.38868,                0.92336,              0.0015083,              0.0015083,              0.0015083
                    152,                0.69945,                0.40998,                0.94766,                0.99937,                0.97115,                0.99363,                0.85539,                0.56158,                0.38404,                0.91979,               0.001505,               0.001505,               0.001505
                    153,                0.67406,                0.41976,                0.93208,                0.99937,                0.97115,                0.99335,                0.85089,                0.56926,                0.38677,                0.92412,              0.0015017,              0.0015017,              0.0015017
                    154,                0.69624,                 0.4352,                0.92728,                0.99934,                0.97115,                0.99335,                0.85934,                0.53904,                0.37387,                0.91508,              0.0014984,              0.0014984,              0.0014984
                    155,                0.69499,                0.41411,                0.94736,                0.99918,                0.97115,                0.99282,                0.85451,                0.61097,                0.36756,                0.94572,              0.0014951,              0.0014951,              0.0014951
                    156,                0.69957,                0.44018,                0.96674,                0.99786,                0.97115,                  0.993,                0.88265,                0.51159,                0.35716,                 0.9098,              0.0014918,              0.0014918,              0.0014918
                    157,                0.70185,                 0.4347,                 0.9414,                0.99817,                0.97115,                 0.9935,                0.87738,                0.52253,                0.37319,                0.91294,              0.0014885,              0.0014885,              0.0014885
                    158,                0.66265,                 0.4094,                0.92709,                0.99924,                0.97115,                0.99355,                0.87363,                0.52319,                0.37147,                0.91517,              0.0014852,              0.0014852,              0.0014852
                    159,                0.69514,                0.41263,                0.92567,                0.99915,                0.97115,                0.99341,                0.86427,                0.54132,                0.36428,                 0.9208,              0.0014819,              0.0014819,              0.0014819
                    160,                0.67183,                0.42141,                0.92836,                0.99925,                0.97115,                0.99205,                0.87074,                 0.5497,                 0.3752,                0.91905,              0.0014786,              0.0014786,              0.0014786
                    161,                0.70865,                0.43375,                 0.9285,                 0.9992,                0.97115,                0.99172,                0.86208,                0.55279,                 0.3722,                0.92094,              0.0014753,              0.0014753,              0.0014753
                    162,                0.68375,                 0.4101,                0.94355,                0.99906,                0.97115,                0.99177,                0.86273,                0.54597,                0.36986,                0.91952,               0.001472,               0.001472,               0.001472
                    163,                0.69457,                0.41826,                0.94253,                0.99917,                0.97115,                 0.9904,                0.85631,                0.60289,                0.37629,                0.94198,              0.0014687,              0.0014687,              0.0014687
                    164,                0.68155,                0.43479,                0.92904,                0.99943,                0.97115,                0.99007,                0.86337,                0.55728,                0.35593,                0.91629,              0.0014654,              0.0014654,              0.0014654
                    165,                0.68024,                0.42348,                0.92469,                0.99944,                0.97115,                0.98018,                 0.8506,                0.56825,                0.36211,                0.91523,              0.0014621,              0.0014621,              0.0014621
                    166,                0.65778,                0.41622,                0.91855,                0.99916,                0.97115,                0.97613,                0.85756,                0.54333,                0.36535,                0.91479,              0.0014588,              0.0014588,              0.0014588
                    167,                0.70933,                0.44394,                0.95645,                 0.9992,                0.97115,                0.98748,                0.85253,                0.56002,                0.35993,                0.91808,              0.0014555,              0.0014555,              0.0014555
                    168,                0.64763,                0.40753,                 0.9248,                0.99925,                0.97115,                0.99224,                0.87282,                0.51758,                0.36449,                0.90083,              0.0014522,              0.0014522,              0.0014522
                    169,                0.66826,                0.40155,                0.93446,                 0.9993,                0.97115,                0.99149,                0.87516,                0.51374,                0.35902,                0.89811,              0.0014489,              0.0014489,              0.0014489
                    170,                0.64462,                0.40439,                0.93337,                0.99924,                0.97115,                0.99307,                0.87255,                 0.5175,                0.34002,                 0.8959,              0.0014456,              0.0014456,              0.0014456
                    171,                0.65049,                0.39863,                0.93717,                0.99924,                0.97115,                0.99407,                0.86265,                0.55103,                0.35434,                0.90455,              0.0014423,              0.0014423,              0.0014423
                    172,                0.66043,                0.42822,                0.95617,                0.99924,                0.97115,                0.99365,                 0.8661,                 0.5352,                0.36408,                0.90231,               0.001439,               0.001439,               0.001439
                    173,                0.64448,                0.42451,                0.93452,                0.99922,                0.97115,                0.99238,                0.86432,                0.53179,                0.36387,                0.90523,              0.0014357,              0.0014357,              0.0014357
                    174,                0.66175,                0.41897,                0.94586,                0.99888,                0.97115,                0.98997,                0.86234,                0.56538,                0.36478,                0.92023,              0.0014324,              0.0014324,              0.0014324
                    175,                0.66676,                0.42794,                0.94061,                0.99878,                0.97115,                0.99294,                0.86875,                0.54734,                0.36805,                0.91493,              0.0014291,              0.0014291,              0.0014291
                    176,                 0.6248,                0.41183,                 0.9222,                0.99885,                0.97115,                0.99315,                0.87239,                0.55641,                0.38351,                 0.9238,              0.0014258,              0.0014258,              0.0014258
                    177,                0.63877,                0.40511,                0.91465,                0.99912,                0.97115,                0.99308,                0.86982,                0.57539,                0.37578,                  0.927,              0.0014225,              0.0014225,              0.0014225
                    178,                0.65845,                0.40632,                0.92507,                0.99913,                0.97115,                0.99299,                0.86359,                0.57694,                 0.3706,                 0.9291,              0.0014192,              0.0014192,              0.0014192
                    179,                0.62888,                0.38669,                 0.9234,                0.99932,                0.97115,                0.99228,                0.86446,                0.56555,                0.36052,                0.91929,              0.0014159,              0.0014159,              0.0014159
                    180,                0.65164,                0.40486,                0.93034,                0.99931,                0.97115,                0.99302,                0.86602,                0.54511,                0.34663,                0.91248,              0.0014126,              0.0014126,              0.0014126
                    181,                0.61661,                0.39678,                0.91626,                0.99917,                0.97115,                0.99076,                0.86926,                0.53661,                0.33885,                0.91001,              0.0014093,              0.0014093,              0.0014093
                    182,                0.68073,                0.43036,                0.95302,                0.99927,                0.97115,                0.99261,                0.85893,                0.54759,                0.33226,                0.91172,               0.001406,               0.001406,               0.001406
                    183,                0.67755,                0.40159,                0.92048,                0.99934,                0.97115,                0.99236,                0.86587,                0.54076,                0.33838,                0.90665,              0.0014027,              0.0014027,              0.0014027
                    184,                0.64559,                0.43459,                0.91542,                0.99937,                0.97115,                0.98866,                0.86936,                0.56961,                0.33548,                0.92316,              0.0013994,              0.0013994,              0.0013994
                    185,                0.67445,                 0.4112,                0.92671,                0.99935,                0.97115,                0.98956,                0.87418,                0.53023,                0.33471,                 0.9101,              0.0013961,              0.0013961,              0.0013961
                    186,                0.64565,                0.40836,                0.90442,                0.99924,                0.97115,                 0.9921,                0.86914,                0.52358,                0.34347,                0.90622,              0.0013928,              0.0013928,              0.0013928
                    187,                0.65775,                0.39481,                0.93105,                0.99889,                0.97115,                0.99184,                0.86513,                0.57399,                0.35484,                0.92657,              0.0013895,              0.0013895,              0.0013895
                    188,                0.68245,                0.39448,                0.91502,                0.99902,                0.97115,                 0.9919,                0.88358,                0.50239,                0.33995,                0.90267,              0.0013862,              0.0013862,              0.0013862
                    189,                0.62827,                0.40405,                0.91403,                0.99922,                0.97115,                0.99193,                0.88295,                0.50346,                0.33912,                0.89928,              0.0013829,              0.0013829,              0.0013829
                    190,                0.72054,                0.43943,                0.93743,                0.99923,                0.97115,                0.99202,                 0.8803,                0.51386,                0.34065,                0.90042,              0.0013796,              0.0013796,              0.0013796
                    191,                0.63448,                0.42153,                0.92008,                0.99929,                0.97115,                0.99371,                0.87795,                0.48156,                0.34299,                0.89309,              0.0013763,              0.0013763,              0.0013763
                    192,                0.60542,                0.39298,                0.91603,                0.99933,                0.97115,                0.99399,                0.87988,                0.48286,                0.32836,                0.89878,               0.001373,               0.001373,               0.001373
                    193,                0.59819,                0.38824,                0.91908,                0.99937,                0.97115,                0.99356,                 0.8849,                0.48759,                0.33956,                0.89959,              0.0013697,              0.0013697,              0.0013697
                    194,                0.65879,                0.41647,                0.92325,                0.99941,                0.97115,                0.99299,                0.86865,                0.54383,                0.37605,                0.91876,              0.0013664,              0.0013664,              0.0013664
                    195,                0.63917,                0.39639,                0.93376,                0.99947,                0.97115,                0.99384,                0.88256,                 0.5271,                0.34757,                0.91017,              0.0013631,              0.0013631,              0.0013631
                    196,                0.59516,                0.38181,                0.91367,                0.99893,                0.97115,                0.99292,                0.88742,                0.49598,                0.34273,                0.89688,              0.0013598,              0.0013598,              0.0013598
                    197,                0.62189,                0.40651,                0.92212,                0.99885,                0.97115,                0.99356,                0.88816,                 0.4823,                0.33775,                0.89374,              0.0013565,              0.0013565,              0.0013565
                    198,                0.65427,                0.40039,                0.92513,                0.99917,                0.97115,                0.99252,                0.86126,                0.52781,                0.34863,                0.91053,              0.0013532,              0.0013532,              0.0013532
                    199,                0.59957,                0.38112,                0.90854,                0.99891,                0.97115,                0.99085,                0.86877,                0.54027,                0.38868,                0.91444,              0.0013499,              0.0013499,              0.0013499
                    200,                0.65892,                0.40837,                0.93712,                0.99906,                0.97115,                0.99174,                0.87112,                0.52943,                0.42079,                0.90847,              0.0013466,              0.0013466,              0.0013466
                    201,                0.65434,                0.41823,                0.91917,                0.99897,                0.97115,                0.99285,                 0.8676,                0.52186,                0.40284,                0.90401,              0.0013433,              0.0013433,              0.0013433
                    202,                0.64044,                0.40642,                0.91509,                0.99922,                0.97115,                0.99344,                 0.8663,                0.49478,                0.35506,                0.89676,                0.00134,                0.00134,                0.00134
                    203,                0.66069,                0.40314,                0.91878,                0.99919,                0.97115,                0.99369,                0.86323,                0.56859,                0.35962,                 0.9318,              0.0013367,              0.0013367,              0.0013367
                    204,                 0.6691,                0.39759,                0.93626,                 0.9993,                0.97115,                0.99425,                0.86386,                0.53523,                0.34429,                0.91357,              0.0013334,              0.0013334,              0.0013334
                    205,                 0.6378,                0.40662,                0.92451,                0.99932,                0.97115,                 0.9939,                0.88139,                0.50185,                0.32693,                0.89684,              0.0013301,              0.0013301,              0.0013301
                    206,                 0.6388,                0.42986,                0.92623,                0.99936,                0.97115,                0.99294,                0.88165,                 0.4998,                0.34552,                0.89546,              0.0013268,              0.0013268,              0.0013268
                    207,                0.65361,                0.41204,                0.91103,                0.99926,                0.97115,                0.99291,                0.87277,                0.52184,                0.35054,                0.90035,              0.0013235,              0.0013235,              0.0013235
                    208,                0.60121,                0.40047,                   0.91,                0.99921,                0.97115,                0.99416,                0.88692,                 0.5131,                0.33136,                0.89892,              0.0013202,              0.0013202,              0.0013202
                    209,                0.58772,                0.37255,                0.90596,                 0.9992,                0.97115,                0.99382,                0.88498,                0.52275,                0.33832,                0.90389,              0.0013169,              0.0013169,              0.0013169
                    210,                0.61548,                0.39343,                0.90665,                      1,                0.97991,                0.99428,                0.89987,                0.50207,                0.33862,                0.89861,              0.0013136,              0.0013136,              0.0013136
                    211,                0.62186,                0.38651,                0.89995,                      1,                0.97993,                0.99454,                0.89073,                0.50355,                0.33828,                0.89466,              0.0013103,              0.0013103,              0.0013103
                    212,                0.62372,                 0.3925,                0.93644,                0.99921,                0.97115,                0.99416,                0.87871,                0.53398,                0.34041,                0.90202,               0.001307,               0.001307,               0.001307
                    213,                0.61612,                0.37909,                0.89521,                 0.9993,                0.97115,                0.99375,                0.87264,                0.52847,                0.34004,                0.90003,              0.0013037,              0.0013037,              0.0013037
                    214,                0.62224,                0.40531,                 0.9119,                0.99931,                0.97115,                0.99109,                0.88954,                 0.4917,                 0.3409,                0.89188,              0.0013004,              0.0013004,              0.0013004
                    215,                0.65775,                0.38431,                0.93455,                0.99936,                0.97115,                0.99201,                0.88942,                0.51124,                0.34362,                0.89751,              0.0012971,              0.0012971,              0.0012971
                    216,                0.59569,                0.38243,                  0.912,                 0.9994,                0.97115,                0.99163,                0.87845,                0.54126,                0.34787,                0.90278,              0.0012938,              0.0012938,              0.0012938
                    217,                 0.6188,                0.37874,                0.90906,                0.99942,                0.97115,                0.99195,                0.88833,                0.49688,                0.33754,                0.88857,              0.0012905,              0.0012905,              0.0012905
                    218,                0.58578,                0.36968,                0.91794,                0.99938,                0.97115,                0.99256,                0.89586,                0.47529,                0.32499,                0.89111,              0.0012872,              0.0012872,              0.0012872
                    219,                0.60601,                0.38983,                0.89963,                0.99933,                0.97115,                0.99364,                0.89217,                0.47609,                0.32915,                0.89163,              0.0012839,              0.0012839,              0.0012839
                    220,                0.60383,                0.37337,                0.92306,                0.99933,                0.97115,                0.99339,                0.89426,                0.49034,                0.35119,                0.89276,              0.0012806,              0.0012806,              0.0012806
                    221,                 0.6312,                0.40061,                0.92775,                0.99934,                0.97115,                0.99347,                0.90446,                0.45892,                0.34355,                0.88123,              0.0012773,              0.0012773,              0.0012773
                    222,                0.62132,                 0.3896,                0.91027,                0.99932,                0.97115,                0.99462,                0.89592,                0.47548,                0.33404,                0.88913,               0.001274,               0.001274,               0.001274
                    223,                0.60778,                0.37667,                0.90212,                0.99931,                0.97115,                0.99453,                0.90219,                0.47041,                0.33992,                0.88734,              0.0012707,              0.0012707,              0.0012707
                    224,                0.57385,                0.35927,                0.88552,                0.99931,                0.97115,                0.99347,                0.89364,                0.49964,                0.34603,                  0.896,              0.0012674,              0.0012674,              0.0012674
                    225,                0.62749,                0.38413,                0.91707,                0.99933,                0.97115,                 0.9934,                0.88476,                0.50427,                0.34622,                0.89638,              0.0012641,              0.0012641,              0.0012641
                    226,                0.64929,                0.41032,                0.89864,                0.99934,                0.97115,                0.99293,                0.86754,                0.53258,                0.34941,                0.91106,              0.0012608,              0.0012608,              0.0012608
                    227,                0.60236,                0.37823,                0.87781,                0.99933,                0.97115,                0.99337,                0.88776,                0.50836,                0.34075,                 0.8952,              0.0012575,              0.0012575,              0.0012575
                    228,                0.58809,                0.35972,                0.90245,                0.99931,                0.97115,                0.99335,                0.90093,                0.49328,                0.34056,                0.88566,              0.0012542,              0.0012542,              0.0012542
                    229,                0.61974,                0.38118,                0.90639,                 0.9993,                0.97115,                0.99301,                0.90293,                0.44977,                0.33124,                0.87132,              0.0012509,              0.0012509,              0.0012509
                    230,                0.63022,                0.38642,                0.92987,                0.99928,                0.97115,                0.99265,                0.89787,                0.42431,                0.32447,                0.86696,              0.0012476,              0.0012476,              0.0012476
                    231,                0.62226,                0.37135,                0.89093,                 0.9993,                0.97115,                0.99261,                0.90495,                0.42462,                0.31617,                0.86505,              0.0012443,              0.0012443,              0.0012443
                    232,                0.57282,                0.37219,                  0.893,                0.99933,                0.97115,                0.99195,                0.89581,                0.46966,                0.32706,                0.88183,               0.001241,               0.001241,               0.001241
                    233,                0.65249,                0.40905,                0.92653,                0.99935,                0.97115,                0.99196,                0.90133,                0.46229,                0.32885,                0.88033,              0.0012377,              0.0012377,              0.0012377
                    234,                0.55812,                0.34387,                0.89141,                0.99935,                0.97115,                0.99198,                0.90999,                0.40555,                0.30399,                0.86523,              0.0012344,              0.0012344,              0.0012344
                    235,                0.58177,                 0.3635,                0.90435,                0.99934,                0.97115,                0.99128,                0.89492,                0.44832,                0.30493,                0.87952,              0.0012311,              0.0012311,              0.0012311
                    236,                0.60437,                0.37538,                0.88962,                 0.9993,                0.97115,                0.99186,                0.89673,                0.47617,                0.31689,                0.88527,              0.0012278,              0.0012278,              0.0012278
                    237,                0.57496,                0.36445,                0.89253,                0.99927,                0.97115,                0.99191,                0.88663,                0.48596,                0.31924,                0.88736,              0.0012245,              0.0012245,              0.0012245
                    238,                0.61439,                0.37753,                0.90018,                0.99924,                0.97115,                0.99172,                0.88147,                0.49525,                0.33104,                0.88444,              0.0012212,              0.0012212,              0.0012212
                    239,                0.58218,                0.37711,                0.89074,                0.99928,                0.97115,                0.99171,                 0.8888,                0.45482,                0.33121,                0.87497,              0.0012179,              0.0012179,              0.0012179
                    240,                0.62005,                0.37544,                0.92512,                0.99915,                0.97115,                0.99253,                0.89442,                0.46872,                0.32821,                0.88243,              0.0012146,              0.0012146,              0.0012146
                    241,                0.53761,                0.37586,                0.87853,                0.99896,                0.97115,                0.99303,                0.88708,                 0.4999,                0.33836,                0.89041,              0.0012113,              0.0012113,              0.0012113
                    242,                0.61687,                0.37928,                0.92692,                0.99873,                0.97115,                0.99243,                0.89534,                0.46241,                0.32046,                0.87317,               0.001208,               0.001208,               0.001208
                    243,                  0.596,                0.36706,                 0.9012,                0.99862,                0.97115,                0.99167,                0.87055,                0.52926,                0.34786,                0.90285,              0.0012047,              0.0012047,              0.0012047
                    244,                0.63962,                 0.3904,                0.93892,                0.99875,                0.97115,                0.99148,                0.89978,                0.42966,                0.33302,                0.86456,              0.0012014,              0.0012014,              0.0012014
                    245,                0.61678,                0.38207,                0.91735,                0.99879,                0.97115,                0.99124,                 0.9154,                0.42088,                0.34242,                0.86038,              0.0011981,              0.0011981,              0.0011981
                    246,                0.59168,                0.37409,                0.89721,                0.99896,                0.97115,                0.99189,                0.91923,                0.41934,                0.34422,                0.86123,              0.0011948,              0.0011948,              0.0011948
                    247,                0.60289,                0.38163,                0.91561,                0.99916,                0.97115,                0.99223,                0.90182,                0.44454,                0.32777,                0.86806,              0.0011915,              0.0011915,              0.0011915
                    248,                 0.5729,                0.37312,                0.89703,                0.99929,                0.97115,                0.99135,                 0.8916,                0.49065,                0.32216,                0.88021,              0.0011882,              0.0011882,              0.0011882
                    249,                0.59997,                0.37393,                0.91045,                0.99933,                0.97115,                0.99199,                0.88672,                 0.5085,                0.32542,                 0.8861,              0.0011849,              0.0011849,              0.0011849
                    250,                0.58839,                0.34193,                0.87941,                0.99939,                0.97115,                0.99238,                0.89534,                0.44426,                 0.3155,                0.86688,              0.0011816,              0.0011816,              0.0011816
                    251,                0.57708,                0.36862,                  0.895,                0.99939,                0.97115,                0.99269,                0.90585,                0.43315,                0.32512,                0.86531,              0.0011783,              0.0011783,              0.0011783
                    252,                0.61116,                0.38178,                0.89388,                0.99947,                0.97115,                0.99258,                0.90205,                0.43834,                0.32632,                0.86547,               0.001175,               0.001175,               0.001175
                    253,                 0.5956,                0.39411,                0.91503,                0.99949,                0.97115,                0.99309,                0.91488,                0.42786,                0.31112,                0.86457,              0.0011717,              0.0011717,              0.0011717
                    254,                0.55901,                0.39106,                0.89152,                0.99949,                0.97115,                0.99307,                0.91225,                0.45154,                0.31615,                0.87226,              0.0011684,              0.0011684,              0.0011684
                    255,                0.55585,                0.35414,                 0.8901,                0.99946,                0.97115,                  0.993,                0.91244,                0.42893,                0.30512,                0.86431,              0.0011651,              0.0011651,              0.0011651
                    256,                0.58768,                0.38365,                0.89013,                0.99938,                0.97115,                0.99308,                0.90439,                0.43302,                0.29656,                0.86685,              0.0011618,              0.0011618,              0.0011618
                    257,                0.57069,                0.35424,                0.89824,                0.99936,                0.97115,                0.99293,                0.90162,                 0.4462,                0.29521,                0.86965,              0.0011585,              0.0011585,              0.0011585
                    258,                0.58473,                0.35882,                 0.8985,                0.99934,                0.97115,                0.99272,                0.88358,                0.50076,                0.33315,                0.88488,              0.0011552,              0.0011552,              0.0011552
                    259,                0.58607,                 0.3568,                0.87818,                0.99929,                0.97115,                0.99335,                0.89457,                0.48928,                0.32095,                0.88041,              0.0011519,              0.0011519,              0.0011519
                    260,                0.57442,                0.35321,                0.88003,                 0.9993,                0.97115,                0.99296,                 0.9002,                0.44992,                0.31364,                0.87343,              0.0011486,              0.0011486,              0.0011486
                    261,                0.58884,                0.36245,                0.89968,                0.99927,                0.97115,                 0.9933,                 0.8929,                0.46286,                 0.3219,                0.88008,              0.0011453,              0.0011453,              0.0011453
                    262,                0.57129,                0.36918,                0.89112,                 0.9993,                0.97115,                0.99319,                0.90365,                 0.4442,                0.33109,                0.87136,               0.001142,               0.001142,               0.001142
                    263,                0.60422,                0.38886,                0.90606,                0.99931,                0.97115,                0.99407,                0.86623,                0.51607,                0.34771,                0.89656,              0.0011387,              0.0011387,              0.0011387
                    264,                0.55117,                0.34831,                0.87439,                0.99929,                0.97115,                0.99237,                0.88851,                0.47741,                0.33253,                0.88126,              0.0011354,              0.0011354,              0.0011354
                    265,                0.56939,                0.35766,                 0.8949,                0.99927,                0.97115,                 0.9922,                0.90198,                0.44206,                0.33019,                0.86744,              0.0011321,              0.0011321,              0.0011321
                    266,                0.62194,                 0.3777,                0.91359,                0.99929,                0.97115,                0.99252,                0.90812,                0.42353,                0.31254,                0.85955,              0.0011288,              0.0011288,              0.0011288
                    267,                0.54305,                0.34617,                0.87541,                0.99928,                0.97115,                0.99293,                0.89752,                0.45415,                0.31559,                  0.872,              0.0011255,              0.0011255,              0.0011255
                    268,                0.56771,                0.36751,                0.89575,                0.99935,                0.97115,                0.99246,                0.89662,                0.44568,                0.30588,                0.86843,              0.0011222,              0.0011222,              0.0011222
                    269,                0.58607,                0.36707,                0.90151,                0.99935,                0.97115,                0.99271,                 0.9085,                0.43604,                0.30242,                0.86439,              0.0011189,              0.0011189,              0.0011189
                    270,                0.55554,                0.36179,                0.89595,                0.99938,                0.97115,                0.99231,                0.91235,                0.42489,                0.29256,                0.86324,              0.0011156,              0.0011156,              0.0011156
                    271,                0.55282,                0.36077,                0.89448,                0.99939,                0.97115,                0.99088,                0.90212,                0.44281,                0.30619,                0.87293,              0.0011123,              0.0011123,              0.0011123
                    272,                0.52673,                0.36587,                0.88953,                0.99936,                0.97115,                0.99174,                 0.8962,                0.47343,                0.31227,                0.88417,               0.001109,               0.001109,               0.001109
                    273,                0.57946,                 0.3734,                0.87836,                0.99933,                0.97115,                0.99222,                0.90664,                 0.4411,                 0.3062,                0.87203,              0.0011057,              0.0011057,              0.0011057
                    274,                0.55046,                0.36826,                0.88721,                0.99925,                0.97115,                0.99331,                0.92275,                0.39745,                0.29428,                0.85769,              0.0011024,              0.0011024,              0.0011024
