                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    464,                0.41535,                 0.2605,                0.85464,                0.99928,                0.97115,                0.99462,                0.96987,                0.28263,                0.23938,                0.82175,              0.0004754,              0.0004754,              0.0004754
                    465,                 0.4203,                0.29289,                0.84487,                0.99928,                0.97115,                0.99471,                0.96098,                0.28669,                0.23994,                 0.8234,              0.0004721,              0.0004721,              0.0004721
                    466,                0.40538,                0.28544,                0.85868,                0.99928,                0.97115,                0.99471,                0.95716,                0.29941,                0.24562,                0.82696,              0.0004688,              0.0004688,              0.0004688
                    467,                0.44784,                0.28571,                0.85932,                 0.9993,                0.97115,                0.99462,                0.94218,                0.33486,                0.25256,                0.83624,              0.0004655,              0.0004655,              0.0004655
                    468,                0.42721,                0.28502,                 0.8759,                0.99928,                0.97115,                0.99452,                0.94561,                0.34097,                0.24993,                0.83837,              0.0004622,              0.0004622,              0.0004622
                    469,                0.44082,                0.30628,                0.85745,                0.99926,                0.97115,                0.99462,                0.95166,                0.32645,                0.24642,                0.83518,              0.0004589,              0.0004589,              0.0004589
                    470,                0.42769,                0.26868,                0.84842,                0.99928,                0.97115,                0.99452,                0.96494,                0.30468,                0.24446,                0.82951,              0.0004556,              0.0004556,              0.0004556
                    471,                0.44051,                0.27935,                0.86842,                 0.9993,                0.97115,                0.99453,                0.97218,                0.27928,                0.23884,                 0.8221,              0.0004523,              0.0004523,              0.0004523
                    472,                0.43215,                 0.2835,                0.85186,                0.99933,                0.97115,                0.99453,                 0.9622,                0.27795,                0.23508,                0.82052,               0.000449,               0.000449,               0.000449
                    473,                0.41729,                0.27528,                0.84472,                0.99934,                0.97115,                0.99462,                0.96423,                 0.2761,                  0.233,                0.81973,              0.0004457,              0.0004457,              0.0004457
                    474,                0.39115,                0.25671,                0.83209,                0.99935,                0.97115,                0.99462,                0.96378,                 0.2727,                0.22723,                0.81828,              0.0004424,              0.0004424,              0.0004424
                    475,                0.39243,                0.27197,                0.84216,                      1,                0.98014,                0.99481,                0.96174,                0.27963,                0.22525,                0.81949,              0.0004391,              0.0004391,              0.0004391
                    476,                0.42539,                0.27612,                0.86098,                0.99938,                0.97115,                0.99417,                0.96416,                0.28473,                0.22257,                0.82146,              0.0004358,              0.0004358,              0.0004358
                    477,                 0.4443,                0.29988,                0.85779,                      1,                0.98014,                0.99472,                0.97277,                0.28898,                0.22453,                0.82171,              0.0004325,              0.0004325,              0.0004325
                    478,                0.46047,                0.30065,                 0.8798,                0.99935,                0.97115,                0.99452,                0.96773,                0.29116,                0.23166,                0.82168,              0.0004292,              0.0004292,              0.0004292
                    479,                0.39165,                0.26301,                0.84348,                0.99931,                0.97115,                0.99462,                0.96315,                0.27776,                0.22889,                0.81964,              0.0004259,              0.0004259,              0.0004259
                    480,                0.38752,                0.27232,                0.82922,                0.99929,                0.97115,                0.99417,                0.96254,                0.29147,                0.23174,                0.82489,              0.0004226,              0.0004226,              0.0004226
                    481,                0.38114,                0.27125,                0.85342,                0.99927,                0.97115,                0.99434,                 0.9634,                0.29537,                0.23134,                0.82618,              0.0004193,              0.0004193,              0.0004193
                    482,                0.44945,                0.29837,                0.85517,                0.99926,                0.97115,                  0.994,                0.96254,                0.29004,                0.22536,                0.82528,               0.000416,               0.000416,               0.000416
                    483,                0.39596,                0.27891,                0.85739,                0.99926,                0.97115,                0.99426,                0.96686,                 0.2662,                0.22478,                0.81982,              0.0004127,              0.0004127,              0.0004127
                    484,                0.38332,                0.27039,                0.84638,                0.99926,                0.97115,                0.99426,                0.97343,                0.25225,                0.22459,                0.81688,              0.0004094,              0.0004094,              0.0004094
                    485,                0.41169,                 0.2846,                 0.8577,                0.99925,                0.97115,                0.99427,                 0.9708,                0.25304,                0.22484,                0.81685,              0.0004061,              0.0004061,              0.0004061
                    486,                0.37914,                0.26707,                0.84606,                0.99927,                0.97115,                0.99434,                0.96978,                0.26406,                0.22323,                  0.819,              0.0004028,              0.0004028,              0.0004028
                    487,                0.39577,                0.26279,                0.86146,                 0.9993,                0.97115,                0.99435,                 0.9782,                0.25363,                0.22187,                0.81651,              0.0003995,              0.0003995,              0.0003995
                    488,                0.42044,                0.28737,                0.86095,                 0.9993,                0.97115,                0.99434,                0.97629,                0.24809,                0.21886,                0.81433,              0.0003962,              0.0003962,              0.0003962
                    489,                0.38951,                0.26425,                0.84869,                0.99931,                0.97115,                0.99435,                0.97502,                 0.2483,                0.21872,                0.81434,              0.0003929,              0.0003929,              0.0003929
                    490,                0.40979,                0.27979,                0.85177,                 0.9993,                0.97115,                0.99427,                 0.9701,                0.25523,                0.21622,                0.81503,              0.0003896,              0.0003896,              0.0003896
                    491,                0.40589,                0.27762,                0.86916,                 0.9993,                0.97115,                0.99426,                0.96948,                0.25933,                0.21994,                0.81454,              0.0003863,              0.0003863,              0.0003863
                    492,                0.36254,                0.23703,                 0.8218,                      1,                0.98008,                0.99436,                0.97449,                 0.2678,                0.22221,                0.81575,               0.000383,               0.000383,               0.000383
                    493,                0.41272,                0.29018,                0.84698,                0.99929,                0.97115,                0.99426,                0.97002,                0.27102,                0.22206,                0.81666,              0.0003797,              0.0003797,              0.0003797
                    494,                0.38046,                0.28229,                0.84596,                 0.9993,                0.97115,                0.99426,                0.96951,                0.27091,                0.21861,                0.81744,              0.0003764,              0.0003764,              0.0003764
                    495,                0.41816,                 0.2686,                 0.8545,                0.99931,                0.97115,                0.99416,                0.97302,                0.25428,                0.22228,                0.81479,              0.0003731,              0.0003731,              0.0003731
                    496,                0.38383,                0.27853,                0.85726,                0.99931,                0.97115,                0.99399,                0.97049,                0.25795,                0.22805,                0.81632,              0.0003698,              0.0003698,              0.0003698
                    497,                0.41388,                0.26572,                0.82479,                0.99933,                0.97115,                 0.9939,                0.96971,                0.25883,                0.22787,                0.81686,              0.0003665,              0.0003665,              0.0003665
                    498,                0.36879,                0.24941,                0.82266,                0.99934,                0.97115,                0.99399,                0.97304,                0.25919,                0.22417,                0.81701,              0.0003632,              0.0003632,              0.0003632
                    499,                0.38625,                0.26439,                0.84096,                      1,                0.98004,                0.99454,                0.96267,                 0.2819,                0.23502,                0.82303,              0.0003599,              0.0003599,              0.0003599
                    500,                0.39948,                0.27549,                 0.8472,                      1,                0.98005,                0.99481,                0.96639,                0.27223,                0.22728,                0.81991,              0.0003566,              0.0003566,              0.0003566
                    501,                0.39514,                0.27391,                0.85714,                0.99933,                0.97115,                0.99471,                0.97066,                0.26502,                0.22451,                 0.8177,              0.0003533,              0.0003533,              0.0003533
                    502,                0.39779,                 0.2534,                0.84389,                0.99929,                0.97115,                0.99443,                0.96751,                0.26965,                0.23091,                0.81871,                0.00035,                0.00035,                0.00035
                    503,                0.42981,                0.27535,                0.82599,                0.99927,                0.97115,                0.99443,                0.96757,                0.26754,                0.23132,                0.81805,              0.0003467,              0.0003467,              0.0003467
                    504,                0.41951,                0.28253,                0.84681,                0.99924,                0.97115,                0.99443,                0.96738,                0.27383,                0.23039,                0.82044,              0.0003434,              0.0003434,              0.0003434
                    505,                0.40653,                0.27556,                0.84373,                0.99924,                0.97115,                0.99452,                0.96661,                0.27444,                0.22734,                0.82091,              0.0003401,              0.0003401,              0.0003401
                    506,                0.37963,                0.26462,                0.83536,                0.99925,                0.97115,                0.99443,                0.97475,                0.26118,                0.21955,                0.81815,              0.0003368,              0.0003368,              0.0003368
                    507,                0.39246,                0.26382,                0.83094,                0.99925,                0.97115,                0.99426,                0.97326,                0.25655,                0.21775,                0.81623,              0.0003335,              0.0003335,              0.0003335
                    508,                0.40313,                0.27237,                0.83986,                0.99924,                0.97115,                0.99426,                0.97659,                0.25803,                0.21523,                0.81767,              0.0003302,              0.0003302,              0.0003302
                    509,                0.38344,                0.25634,                0.82717,                0.99925,                0.97115,                0.99417,                0.97573,                0.25881,                 0.2129,                0.81755,              0.0003269,              0.0003269,              0.0003269
                    510,                0.40359,                0.26823,                0.82899,                0.99925,                0.97115,                0.99427,                0.97044,                0.27255,                0.21663,                0.82071,              0.0003236,              0.0003236,              0.0003236
                    511,                0.41739,                0.26844,                0.86014,                0.99929,                0.97115,                0.99418,                0.96882,                0.26334,                0.21651,                 0.8186,              0.0003203,              0.0003203,              0.0003203
                    512,                0.38061,                0.26503,                 0.8329,                 0.9993,                0.97115,                0.99426,                0.97683,                 0.2476,                0.21003,                0.81426,               0.000317,               0.000317,               0.000317
                    513,                0.38277,                0.26836,                0.84314,                      1,                0.98008,                0.99445,                 0.9792,                0.24435,                0.20796,                0.81341,              0.0003137,              0.0003137,              0.0003137
                    514,                0.39651,                0.26338,                0.83242,                 0.9993,                0.97115,                0.99427,                0.97808,                0.24671,                0.21262,                0.81394,              0.0003104,              0.0003104,              0.0003104
                    515,                0.41271,                 0.2793,                0.84855,                0.99928,                0.97115,                0.99426,                0.97995,                0.24495,                0.21611,                0.81358,              0.0003071,              0.0003071,              0.0003071
                    516,                 0.4034,                0.28008,                0.85381,                0.99928,                0.97115,                0.99443,                0.97626,                0.24114,                0.21565,                0.81288,              0.0003038,              0.0003038,              0.0003038
                    517,                0.37766,                  0.267,                0.83946,                0.99928,                0.97115,                0.99443,                0.97348,                0.24232,                0.21486,                0.81274,              0.0003005,              0.0003005,              0.0003005
                    518,                0.39613,                0.26877,                 0.8429,                0.99927,                0.97115,                0.99443,                0.97374,                 0.2435,                0.21275,                0.81324,              0.0002972,              0.0002972,              0.0002972
                    519,                0.39818,                0.27126,                0.85239,                0.99927,                0.97115,                0.99427,                0.97512,                 0.2509,                0.21627,                0.81553,              0.0002939,              0.0002939,              0.0002939
                    520,                0.41569,                0.27861,                0.84697,                0.99923,                0.97115,                0.99426,                0.97503,                0.25145,                0.21744,                0.81557,              0.0002906,              0.0002906,              0.0002906
                    521,                0.39263,                0.26054,                0.83676,                0.99921,                0.97115,                0.99393,                0.97287,                0.25427,                0.21945,                0.81547,              0.0002873,              0.0002873,              0.0002873
                    522,                0.40514,                0.27018,                0.85798,                0.99915,                0.97115,                0.99409,                0.96745,                 0.2663,                0.22727,                0.81692,               0.000284,               0.000284,               0.000284
                    523,                0.35358,                0.25846,                0.82178,                0.99912,                0.97115,                0.99392,                0.97109,                 0.2643,                0.22075,                0.81773,              0.0002807,              0.0002807,              0.0002807
                    524,                0.40365,                0.27527,                0.85418,                0.99913,                0.97115,                  0.994,                0.97248,                0.27084,                0.21933,                0.81844,              0.0002774,              0.0002774,              0.0002774
                    525,                0.40322,                0.26672,                 0.8267,                0.99913,                0.97115,                0.99402,                0.97069,                0.27018,                0.21947,                0.81743,              0.0002741,              0.0002741,              0.0002741
                    526,                0.39817,                0.26731,                 0.8354,                0.99916,                0.97115,                0.99426,                0.97622,                0.26094,                0.22075,                0.81491,              0.0002708,              0.0002708,              0.0002708
                    527,                0.38853,                0.26108,                0.83806,                0.99917,                0.97115,                0.99435,                0.97939,                0.25554,                0.21918,                0.81354,              0.0002675,              0.0002675,              0.0002675
                    528,                0.38196,                0.26404,                0.82285,                0.99919,                0.97115,                0.99434,                0.97809,                0.25447,                0.21804,                 0.8137,              0.0002642,              0.0002642,              0.0002642
                    529,                0.35834,                0.25448,                0.83518,                 0.9992,                0.97115,                0.99435,                0.97732,                0.25628,                 0.2159,                0.81353,              0.0002609,              0.0002609,              0.0002609
                    530,                0.39921,                0.26304,                0.83947,                0.99923,                0.97115,                0.99426,                0.97791,                0.26312,                 0.2153,                0.81451,              0.0002576,              0.0002576,              0.0002576
                    531,                0.39605,                0.27736,                0.86597,                0.99926,                0.97115,                0.99444,                0.97621,                0.26361,                0.21508,                0.81484,              0.0002543,              0.0002543,              0.0002543
                    532,                0.39144,                0.26823,                0.84563,                0.99928,                0.97115,                0.99417,                0.97395,                0.25807,                0.21361,                0.81464,               0.000251,               0.000251,               0.000251
                    533,                0.36174,                0.24195,                0.82485,                0.99928,                0.97115,                0.99434,                0.97589,                0.25493,                0.21265,                0.81479,              0.0002477,              0.0002477,              0.0002477
                    534,                0.38625,                0.25566,                0.83827,                0.99928,                0.97115,                0.99452,                0.97596,                0.25396,                0.21086,                0.81543,              0.0002444,              0.0002444,              0.0002444
                    535,                0.39064,                0.25519,                0.82959,                0.99928,                0.97115,                0.99462,                0.97581,                0.25495,                0.21005,                0.81533,              0.0002411,              0.0002411,              0.0002411
                    536,                0.36089,                0.24304,                 0.8458,                0.99928,                0.97115,                0.99452,                0.97187,                0.25593,                0.21081,                0.81489,              0.0002378,              0.0002378,              0.0002378
                    537,                0.36011,                0.25188,                0.83524,                      1,                0.98004,                0.99445,                0.97109,                0.25395,                 0.2114,                0.81459,              0.0002345,              0.0002345,              0.0002345
                    538,                0.37703,                0.26808,                0.84721,                0.99928,                0.97115,                0.99452,                0.97266,                0.25479,                0.21538,                0.81585,              0.0002312,              0.0002312,              0.0002312
                    539,                0.40604,                0.25256,                0.84802,                      1,                0.98005,                0.99481,                0.96987,                0.26641,                0.21835,                 0.8191,              0.0002279,              0.0002279,              0.0002279
                    540,                0.37089,                0.24626,                0.83486,                0.99929,                0.97115,                0.99443,                0.97345,                0.26308,                0.21505,                0.81796,              0.0002246,              0.0002246,              0.0002246
                    541,                0.35897,                0.24408,                0.83513,                0.99929,                0.97115,                0.99452,                0.97443,                0.25279,                0.21041,                0.81521,              0.0002213,              0.0002213,              0.0002213
                    542,                0.39136,                0.26102,                0.85595,                0.99928,                0.97115,                0.99462,                0.98017,                0.24048,                0.20467,                0.81247,               0.000218,               0.000218,               0.000218
                    543,                0.38688,                 0.2614,                0.85377,                0.99928,                0.97115,                0.99462,                0.97978,                0.24108,                0.20535,                0.81263,              0.0002147,              0.0002147,              0.0002147
                    544,                0.41321,                 0.2729,                0.82836,                0.99927,                0.97115,                0.99443,                0.97663,                0.24749,                0.20596,                0.81381,              0.0002114,              0.0002114,              0.0002114
                    545,                0.37224,                0.24316,                 0.8299,                0.99925,                0.97115,                0.99443,                0.97608,                0.24903,                0.20725,                0.81416,              0.0002081,              0.0002081,              0.0002081
                    546,                0.39326,                0.25535,                0.84838,                0.99926,                0.97115,                0.99471,                0.97814,                0.25178,                0.20822,                 0.8147,              0.0002048,              0.0002048,              0.0002048
                    547,                0.37864,                0.26432,                0.82172,                0.99925,                0.97115,                0.99443,                 0.9761,                0.25846,                0.21081,                0.81598,              0.0002015,              0.0002015,              0.0002015
                    548,                0.33984,                0.23869,                0.82779,                0.99926,                0.97115,                0.99452,                0.97895,                0.25855,                0.21338,                0.81621,              0.0001982,              0.0001982,              0.0001982
                    549,                0.37692,                0.25036,                0.85584,                0.99926,                0.97115,                0.99462,                0.98131,                0.25561,                 0.2128,                0.81588,              0.0001949,              0.0001949,              0.0001949
                    550,                 0.3919,                0.25062,                0.82598,                0.99926,                0.97115,                0.99471,                0.97987,                0.25206,                0.21127,                0.81499,              0.0001916,              0.0001916,              0.0001916
                    551,                0.34829,                0.24969,                0.83284,                0.99927,                0.97115,                0.99443,                0.97966,                 0.2429,                0.20762,                0.81284,              0.0001883,              0.0001883,              0.0001883
                    552,                0.36108,                0.25154,                0.83896,                0.99928,                0.97115,                0.99462,                0.98061,                0.23497,                0.20167,                0.81153,               0.000185,               0.000185,               0.000185
                    553,                0.32028,                0.22816,                0.84091,                      1,                0.98005,                0.99472,                0.98052,                  0.233,                0.19975,                 0.8112,              0.0001817,              0.0001817,              0.0001817
                    554,                 0.3592,                0.24429,                  0.846,                      1,                0.98005,                0.99481,                0.98145,                0.23335,                 0.1987,                0.81147,              0.0001784,              0.0001784,              0.0001784
                    555,                0.36616,                 0.2505,                0.81549,                      1,                0.98006,                0.99472,                0.98046,                0.23775,                0.20032,                0.81217,              0.0001751,              0.0001751,              0.0001751
                    556,                0.37527,                0.24337,                0.85122,                      1,                0.98006,                0.99472,                0.98258,                 0.2482,                0.20561,                0.81379,              0.0001718,              0.0001718,              0.0001718
                    557,                0.37421,                0.25632,                0.84219,                0.99927,                0.97115,                0.99471,                0.97929,                0.25491,                0.20796,                0.81485,              0.0001685,              0.0001685,              0.0001685
                    558,                 0.3816,                0.24931,                0.82686,                      1,                0.98005,                0.99472,                0.97739,                0.26527,                0.21125,                0.81745,              0.0001652,              0.0001652,              0.0001652
                    559,                0.37621,                0.28013,                 0.8266,                0.99925,                0.97115,                0.99471,                 0.9762,                0.26181,                0.20922,                0.81635,              0.0001619,              0.0001619,              0.0001619
                    560,                0.33097,                0.23499,                0.83635,                0.99927,                0.97115,                0.99462,                0.97942,                0.24469,                0.20658,                0.81342,              0.0001586,              0.0001586,              0.0001586
                    561,                0.39463,                 0.2767,                0.84306,                      1,                0.98005,                0.99463,                0.97879,                0.23865,                0.20411,                0.81194,              0.0001553,              0.0001553,              0.0001553
                    562,                0.38496,                0.25359,                0.84935,                0.99927,                0.97115,                0.99462,                0.98076,                0.23641,                0.20433,                0.81212,               0.000152,               0.000152,               0.000152
                    563,                0.36618,                0.25954,                0.83309,                0.99929,                0.97115,                0.99443,                0.97983,                0.23562,                0.20455,                0.81069,              0.0001487,              0.0001487,              0.0001487
                    564,                0.36498,                0.24029,                0.83491,                0.99929,                0.97115,                0.99452,                0.97832,                0.23462,                0.20342,                 0.8103,              0.0001454,              0.0001454,              0.0001454
                    565,                0.39034,                0.27189,                0.82958,                0.99929,                0.97115,                0.99462,                0.97764,                0.23699,                0.20365,                0.81068,              0.0001421,              0.0001421,              0.0001421
                    566,                0.36485,                0.23767,                0.84956,                 0.9993,                0.97115,                0.99471,                0.97538,                0.24454,                  0.207,                0.81147,              0.0001388,              0.0001388,              0.0001388
                    567,                0.35467,                0.24695,                0.81475,                 0.9993,                0.97115,                0.99462,                0.97532,                0.24483,                0.20826,                0.81161,              0.0001355,              0.0001355,              0.0001355
                    568,                0.35442,                0.25474,                0.82588,                0.99931,                0.97115,                0.99471,                0.97868,                0.23504,                0.20454,                0.80996,              0.0001322,              0.0001322,              0.0001322
                    569,                0.34622,                0.24909,                0.82648,                0.99932,                0.97115,                0.99471,                0.98078,                0.23181,                0.20431,                0.80938,              0.0001289,              0.0001289,              0.0001289
                    570,                0.37574,                0.26034,                0.84465,                0.99931,                0.97115,                0.99471,                0.98021,                0.23231,                0.20679,                 0.8091,              0.0001256,              0.0001256,              0.0001256
                    571,                0.34476,                0.23863,                0.82248,                0.99932,                0.97115,                0.99471,                0.97955,                0.23805,                0.20967,                0.80979,              0.0001223,              0.0001223,              0.0001223
                    572,                0.36368,                0.23495,                0.83218,                0.99932,                0.97115,                0.99452,                0.97922,                0.24055,                 0.2096,                0.81048,               0.000119,               0.000119,               0.000119
                    573,                 0.3767,                0.25009,                0.83908,                0.99932,                0.97115,                0.99471,                0.97757,                0.24093,                0.20976,                0.81055,              0.0001157,              0.0001157,              0.0001157
                    574,                0.34431,                 0.2323,                0.82824,                0.99932,                0.97115,                0.99452,                0.97875,                0.24481,                0.20792,                0.81143,              0.0001124,              0.0001124,              0.0001124
                    575,                0.37268,                0.25164,                0.84847,                0.99932,                0.97115,                0.99471,                0.97854,                0.24464,                0.20857,                0.81145,              0.0001091,              0.0001091,              0.0001091
                    576,                0.36127,                  0.238,                0.84461,                0.99931,                0.97115,                0.99452,                0.98046,                 0.2389,                0.21054,                0.81019,              0.0001058,              0.0001058,              0.0001058
                    577,                 0.3583,                0.24088,                0.83427,                0.99931,                0.97115,                0.99471,                0.98063,                0.23648,                0.21032,                0.81006,              0.0001025,              0.0001025,              0.0001025
                    578,                0.34779,                0.23998,                0.81713,                0.99931,                0.97115,                0.99453,                0.98227,                 0.2346,                0.20904,                0.80993,               9.92e-05,               9.92e-05,               9.92e-05
                    579,                0.36401,                0.25684,                0.83995,                      1,                0.98008,                0.99481,                0.98256,                0.23616,                 0.2082,                0.81023,               9.59e-05,               9.59e-05,               9.59e-05
                    580,                0.38069,                0.26011,                0.84185,                0.99931,                0.97115,                0.99462,                0.98149,                 0.2369,                0.20894,                0.81011,               9.26e-05,               9.26e-05,               9.26e-05
                    581,                0.37848,                0.26368,                0.84956,                0.99931,                0.97115,                0.99443,                 0.9813,                0.23719,                0.20804,                0.80979,               8.93e-05,               8.93e-05,               8.93e-05
                    582,                0.34219,                0.23279,                0.81129,                 0.9993,                0.97115,                0.99462,                0.98257,                0.23835,                0.20693,                0.81029,                8.6e-05,                8.6e-05,                8.6e-05
                    583,                0.35956,                0.25012,                0.84842,                0.99931,                0.97115,                0.99452,                0.98234,                0.23805,                0.20689,                 0.8096,               8.27e-05,               8.27e-05,               8.27e-05
                    584,                0.32761,                 0.2353,                0.82995,                0.99932,                0.97115,                0.99462,                0.98236,                0.23498,                0.20558,                 0.8094,               7.94e-05,               7.94e-05,               7.94e-05
                    585,                0.34283,                0.23999,                0.83356,                0.99931,                0.97115,                0.99462,                0.98234,                0.23332,                0.20643,                0.80886,               7.61e-05,               7.61e-05,               7.61e-05
                    586,                0.34717,                0.24844,                0.84322,                0.99932,                0.97115,                0.99471,                0.98073,                0.23321,                0.20778,                0.80874,               7.28e-05,               7.28e-05,               7.28e-05
                    587,                 0.3466,                0.23968,                0.82711,                0.99932,                0.97115,                0.99453,                 0.9823,                0.23413,                0.20854,                 0.8088,               6.95e-05,               6.95e-05,               6.95e-05
                    588,                0.34367,                0.24087,                0.85005,                0.99932,                0.97115,                0.99453,                0.98239,                 0.2331,                0.20754,                0.80901,               6.62e-05,               6.62e-05,               6.62e-05
                    589,                0.33982,                0.23085,                0.85075,                0.99932,                0.97115,                0.99453,                 0.9824,                 0.2334,                0.20683,                0.80931,               6.29e-05,               6.29e-05,               6.29e-05
                    590,                0.33924,                0.24275,                 0.8251,                0.99931,                0.97115,                0.99452,                0.98243,                0.23464,                0.20616,                0.80946,               5.96e-05,               5.96e-05,               5.96e-05
                    591,                0.33879,                0.22973,                0.78671,                 0.9993,                0.97115,                0.99462,                 0.9821,                0.23703,                0.20528,                0.81078,               5.63e-05,               5.63e-05,               5.63e-05
                    592,                0.33684,                0.22816,                0.81906,                0.99929,                0.97115,                0.99462,                0.97843,                0.23785,                0.20391,                0.81128,                5.3e-05,                5.3e-05,                5.3e-05
                    593,                0.32771,                0.22351,                 0.7626,                0.99929,                0.97115,                0.99452,                0.97914,                0.23818,                0.20334,                0.81119,               4.97e-05,               4.97e-05,               4.97e-05
                    594,                0.33313,                0.22687,                0.77632,                0.99928,                0.97115,                0.99462,                0.97763,                0.23923,                0.20394,                0.81172,               4.64e-05,               4.64e-05,               4.64e-05
                    595,                0.33165,                0.22884,                0.79843,                0.99928,                0.97115,                0.99462,                0.97688,                0.24007,                0.20493,                0.81193,               4.31e-05,               4.31e-05,               4.31e-05
                    596,                0.33874,                0.22083,                 0.8059,                0.99928,                0.97115,                0.99453,                0.97831,                 0.2404,                0.20607,                0.81203,               3.98e-05,               3.98e-05,               3.98e-05
                    597,                0.30515,                0.22229,                0.79514,                0.99928,                0.97115,                0.99462,                0.97734,                0.24075,                0.20685,                0.81217,               3.65e-05,               3.65e-05,               3.65e-05
